#T	P_{R3}
0.51	0.0135392
0.5	0.0113163
0.4	-0.00616135
0.31	-0.0160644
0.3	-0.0167412
0.29	-0.0177175
0.28	-0.0188178
0.27	-0.0186355
0.26	-0.0190246
0.25	-0.019902
0.185	-0.0206264
0.18    -0.0206783
0.105	-0.0202984
0.1	-0.0203368
